0 FILE dx0043.dat
0 dx0043
0 Name:  Untitled_18
0 Author:  
0 BL_Item_No dx0043.dat
0 BFC CERTIFY CCW
1 71 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 1.0000 58120.dat
1 72 0.0000 -48.0000 -172.0000 -1.0000 0.0000 0.0000 0.0000 1.0000 0.0000 0.0000 0.0000 -1.0000 58124c01.dat
3 0 2.878 -27.212 119.846 2.313 -26.913 120.085 2.475 -23.918 117.127
3 0 2.475 -23.918 117.127 3.042 -24.186 116.859 2.878 -27.212 119.846
3 0 3.546 -27.346 119.790 2.878 -27.212 119.846 3.042 -24.186 116.859
3 0 3.042 -24.186 116.859 3.712 -24.280 116.765 3.546 -27.346 119.790
3 0 4.213 -27.294 119.925 3.546 -27.346 119.790 3.712 -24.280 116.765
3 0 3.712 -24.280 116.765 4.382 -24.186 116.859 4.213 -27.294 119.925
3 0 4.779 -27.063 120.230 4.213 -27.294 119.925 4.382 -24.186 116.859
3 0 4.382 -24.186 116.859 4.949 -23.918 117.127 4.779 -27.063 120.230
3 0 5.157 -26.691 120.659 4.779 -27.063 120.230 4.949 -23.918 117.127
3 0 4.949 -23.918 117.127 5.329 -23.516 117.528 5.157 -26.691 120.659
3 0 5.290 -26.231 121.146 5.157 -26.691 120.659 5.329 -23.516 117.528
3 0 5.329 -23.516 117.528 5.462 -23.043 118.002 5.290 -26.231 121.146
3 0 5.158 -25.756 121.618 5.290 -26.231 121.146 5.462 -23.043 118.002
3 0 5.462 -23.043 118.002 5.329 -22.570 118.476 5.158 -25.756 121.618
3 0 4.780 -25.337 122.003 5.158 -25.756 121.618 5.329 -22.570 118.476
3 0 5.329 -22.570 118.476 4.949 -22.168 118.877 4.780 -25.337 122.003
3 0 4.215 -25.038 122.241 4.780 -25.337 122.003 4.949 -22.168 118.877
3 0 4.949 -22.168 118.877 4.382 -21.900 119.145 4.215 -25.038 122.241
3 0 3.548 -24.904 122.298 4.215 -25.038 122.241 4.382 -21.900 119.145
3 0 4.382 -21.900 119.145 3.712 -21.806 119.240 3.548 -24.904 122.298
3 0 2.880 -24.956 122.163 3.548 -24.904 122.298 3.712 -21.806 119.240
3 0 3.712 -21.806 119.240 3.042 -21.900 119.145 2.880 -24.956 122.163
3 0 2.314 -25.186 121.858 2.880 -24.956 122.163 3.042 -21.900 119.145
3 0 3.042 -21.900 119.145 2.475 -22.168 118.877 2.314 -25.186 121.858
3 0 0.567 -24.186 116.859 0.412 -27.061 119.701 -0.153 -26.762 119.940
3 0 -0.153 -26.762 119.940 0.000 -23.918 117.127 0.567 -24.186 116.859
3 0 1.237 -24.280 116.765 1.080 -27.195 119.645 0.412 -27.061 119.701
3 0 0.412 -27.061 119.701 0.567 -24.186 116.859 1.237 -24.280 116.765
3 0 1.907 -24.186 116.859 1.747 -27.143 119.780 1.080 -27.195 119.645
3 0 1.080 -27.195 119.645 1.237 -24.280 116.765 1.907 -24.186 116.859
3 0 2.475 -23.918 117.127 2.313 -26.913 120.085 1.747 -27.143 119.780
3 0 1.747 -27.143 119.780 1.907 -24.186 116.859 2.475 -23.918 117.127
3 0 1.907 -21.900 119.145 1.749 -24.887 122.096 2.314 -25.186 121.858
3 0 2.314 -25.186 121.858 2.475 -22.168 118.877 1.907 -21.900 119.145
3 0 1.237 -21.806 119.240 1.081 -24.753 122.153 1.749 -24.887 122.096
3 0 1.749 -24.887 122.096 1.907 -21.900 119.145 1.237 -21.806 119.240
3 0 0.567 -21.900 119.145 0.414 -24.805 122.018 1.081 -24.753 122.153
3 0 1.081 -24.753 122.153 1.237 -21.806 119.240 0.567 -21.900 119.145
3 0 0.000 -22.168 118.877 -0.152 -25.035 121.713 0.414 -24.805 122.018
3 0 0.414 -24.805 122.018 0.567 -21.900 119.145 0.000 -22.168 118.877
3 0 -1.907 -24.186 116.859 -2.053 -26.910 119.556 -2.618 -26.611 119.795
3 0 -2.618 -26.611 119.795 -2.474 -23.918 117.127 -1.907 -24.186 116.859
3 0 -1.237 -24.280 116.765 -1.386 -27.044 119.500 -2.053 -26.910 119.556
3 0 -2.053 -26.910 119.556 -1.907 -24.186 116.859 -1.237 -24.280 116.765
3 0 -0.567 -24.186 116.859 -0.718 -26.992 119.635 -1.386 -27.044 119.500
3 0 -1.386 -27.044 119.500 -1.237 -24.280 116.765 -0.567 -24.186 116.859
3 0 0.000 -23.918 117.127 -0.153 -26.762 119.940 -0.718 -26.992 119.635
3 0 -0.718 -26.992 119.635 -0.567 -24.186 116.859 0.000 -23.918 117.127
3 0 -0.567 -21.900 119.145 -0.716 -24.736 121.951 -0.152 -25.035 121.713
3 0 -0.152 -25.035 121.713 0.000 -22.168 118.877 -0.567 -21.900 119.145
3 0 -1.237 -21.806 119.240 -1.384 -24.602 122.008 -0.716 -24.736 121.951
3 0 -0.716 -24.736 121.951 -0.567 -21.900 119.145 -1.237 -21.806 119.240
3 0 -1.907 -21.900 119.145 -2.051 -24.654 121.873 -1.384 -24.602 122.008
3 0 -1.384 -24.602 122.008 -1.237 -21.806 119.240 -1.907 -21.900 119.145
3 0 -2.474 -22.168 118.877 -2.617 -24.884 121.568 -2.051 -24.654 121.873
3 0 -2.051 -24.654 121.873 -1.907 -21.900 119.145 -2.474 -22.168 118.877
3 0 -3.183 -24.585 121.806 -2.617 -24.884 121.568 -2.474 -22.168 118.877
3 0 -2.474 -22.168 118.877 -3.042 -21.900 119.145 -3.183 -24.585 121.806
3 0 -3.850 -24.451 121.863 -3.183 -24.585 121.806 -3.042 -21.900 119.145
3 0 -3.042 -21.900 119.145 -3.712 -21.806 119.240 -3.850 -24.451 121.863
3 0 -4.517 -24.503 121.728 -3.850 -24.451 121.863 -3.712 -21.806 119.240
3 0 -3.712 -21.806 119.240 -4.382 -21.900 119.145 -4.517 -24.503 121.728
3 0 -5.083 -24.733 121.423 -4.517 -24.503 121.728 -4.382 -21.900 119.145
3 0 -4.382 -21.900 119.145 -4.949 -22.168 118.877 -5.083 -24.733 121.423
3 0 -5.461 -25.106 120.994 -5.083 -24.733 121.423 -4.949 -22.168 118.877
3 0 -4.949 -22.168 118.877 -5.329 -22.570 118.476 -5.461 -25.106 120.994
3 0 -5.594 -25.565 120.506 -5.461 -25.106 120.994 -5.329 -22.570 118.476
3 0 -5.329 -22.570 118.476 -5.462 -23.043 118.002 -5.594 -25.565 120.506
3 0 -5.462 -26.041 120.034 -5.594 -25.565 120.506 -5.462 -23.043 118.002
3 0 -5.462 -23.043 118.002 -5.329 -23.516 117.528 -5.462 -26.041 120.034
3 0 -5.084 -26.460 119.650 -5.462 -26.041 120.034 -5.329 -23.516 117.528
3 0 -5.329 -23.516 117.528 -4.949 -23.918 117.127 -5.084 -26.460 119.650
3 0 -4.519 -26.759 119.411 -5.084 -26.460 119.650 -4.949 -23.918 117.127
3 0 -4.949 -23.918 117.127 -4.382 -24.186 116.859 -4.519 -26.759 119.411
3 0 -3.852 -26.893 119.355 -4.519 -26.759 119.411 -4.382 -24.186 116.859
3 0 -4.382 -24.186 116.859 -3.712 -24.280 116.765 -3.852 -26.893 119.355
3 0 -3.184 -26.841 119.490 -3.852 -26.893 119.355 -3.712 -24.280 116.765
3 0 -3.712 -24.280 116.765 -3.042 -24.186 116.859 -3.184 -26.841 119.490
3 0 -2.618 -26.611 119.795 -3.184 -26.841 119.490 -3.042 -24.186 116.859
3 0 -3.042 -24.186 116.859 -2.474 -23.918 117.127 -2.618 -26.611 119.795
3 0 2.302 -30.316 122.804 1.746 -29.975 123.006 2.313 -26.913 120.085
3 0 2.313 -26.913 120.085 2.878 -27.212 119.846 2.302 -30.316 122.804
3 0 2.958 -30.504 122.796 2.302 -30.316 122.804 2.878 -27.212 119.846
3 0 2.878 -27.212 119.846 3.546 -27.346 119.790 2.958 -30.504 122.796
3 0 3.615 -30.510 122.982 2.958 -30.504 122.796 3.546 -27.346 119.790
3 0 3.546 -27.346 119.790 4.213 -27.294 119.925 3.615 -30.510 122.982
3 0 4.172 -30.333 123.335 3.615 -30.510 122.982 4.213 -27.294 119.925
3 0 4.213 -27.294 119.925 4.779 -27.063 120.230 4.172 -30.333 123.335
3 0 4.545 -30.001 123.800 4.172 -30.333 123.335 4.779 -27.063 120.230
3 0 4.779 -27.063 120.230 5.157 -26.691 120.659 4.545 -30.001 123.800
3 0 4.677 -29.563 124.307 4.545 -30.001 123.800 5.157 -26.691 120.659
3 0 5.157 -26.691 120.659 5.290 -26.231 121.146 4.677 -29.563 124.307
3 0 4.548 -29.087 124.779 4.677 -29.563 124.307 5.290 -26.231 121.146
3 0 5.290 -26.231 121.146 5.158 -25.756 121.618 4.548 -29.087 124.779
3 0 4.177 -28.645 125.144 4.548 -29.087 124.779 5.158 -25.756 121.618
3 0 5.158 -25.756 121.618 4.780 -25.337 122.003 4.177 -28.645 125.144
3 0 3.621 -28.304 125.346 4.177 -28.645 125.144 4.780 -25.337 122.003
3 0 4.780 -25.337 122.003 4.215 -25.038 122.241 3.621 -28.304 125.346
3 0 2.964 -28.116 125.355 3.621 -28.304 125.346 4.215 -25.038 122.241
3 0 4.215 -25.038 122.241 3.548 -24.904 122.298 2.964 -28.116 125.355
3 0 2.307 -28.110 125.168 2.964 -28.116 125.355 3.548 -24.904 122.298
3 0 3.548 -24.904 122.298 2.880 -24.956 122.163 2.307 -28.110 125.168
